,0,1,2,3,4,5
4782,그랜저 HG,LPG HG300 장애인용,11/12식(12년형),"177,095km",LPG(일반인 구입),850
4783,그랜저 IG,3.0 익스클루시브 스페셜,18/04식,"61,336km",가솔린,"2,720"
4784,그랜저 HG,LPG HG300 택시형,13/09식(14년형),"172,100km",LPG(일반인 구입),830
4785,그랜저 HG,LPG HG300 모던,13/01식,"146,000km",LPG(일반인 구입),990
4786,그랜저 IG,2.4 프리미엄,18/02식,"70,878km",가솔린,"2,490"
4787,그랜저 IG,3.0 프리미엄,18/12식(19년형),"78,024km",가솔린,"2,179"
4788,그랜저 IG,3.0 프리미엄,19/01식,"92,827km",가솔린,"1,979"
4789,그랜저 HG,HG300 프리미엄,13/04식(14년형),"187,541km",가솔린,830
4790,그랜저 IG 하이브리드,익스클루시브 스페셜,18/12식(19년형),"93,654km",가솔린+전기,"2,789"
4791,더 뉴 그랜저 IG 하이브리드,익스클루시브,20/04식,"15,021km",가솔린+전기,"3,950"
4792,그랜저 IG 하이브리드,익스클루시브 스페셜,18/07식(19년형),"66,618km",가솔린+전기,"2,580"
4793,그랜저 IG,2.4 스페셜,18/01식,"140,813km",가솔린,"1,880"
4794,그랜저 IG 하이브리드,익스클루시브,18/10식(19년형),"70,400km",가솔린+전기,"2,850"
4795,그랜저 HG,HG300 익스클루시브,14/07식(15년형),"103,643km",가솔린,"1,420"
4796,그랜저 IG,2.4 프리미엄,18/07식(19년형),"58,623km",가솔린,"2,380"
4797,그랜저 HG,LPG HG300 프라임,12/05식,"132,564km",LPG(일반인 구입),"1,099"
4798,그랜저 IG 하이브리드,프리미엄,19/04식,"105,828km",가솔린+전기,"2,280"
4799,그랜저 HG,HG300 노블,11/04식,"119,000km",가솔린,750
4800,그랜저 HG,HG300 익스클루시브,14/07식(15년형),"103,643km",가솔린,"1,420"
4801,그랜저 IG,2.4 프리미엄,18/07식(19년형),"58,623km",가솔린,"2,380"
4802,그랜저 HG,LPG HG300 프라임,12/05식,"132,564km",LPG(일반인 구입),"1,099"
4803,그랜저 IG 하이브리드,프리미엄,19/04식,"105,828km",가솔린+전기,"2,280"
4804,그랜저 HG,HG300 노블,11/04식,"119,000km",가솔린,750
4805,,,,,,
4806,그랜저 뉴 럭셔리,LPI Q270 팩2,09/02식,"119,085km",LPG(일반인 구입),380
4807,그랜저 IG,3.0 LPi 모던 베이직 (렌터카),17/06식(18년형),"136,067km",LPG(일반인 구입),"1,680"
4808,그랜저 HG,LPG HG300 모던,13/07식(14년형),"144,926km",LPG(일반인 구입),"1,040"
4809,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/03식,"39,023km",가솔린,"3,060"
4810,그랜저 HG,HG220 디젤 프리미엄,14/10식(15년형),"105,130km",디젤,"1,400"
4811,그랜저 IG 하이브리드,프리미엄,19/04식,"105,828km",가솔린+전기,"2,280"
4812,그랜저 IG 하이브리드,익스클루시브,18/01식,"117,875km",가솔린+전기,"2,430"
4813,그랜저 IG,3.0 LPi 익스클루시브 (렌터카),17/03식(18년형),"191,356km",LPG(일반인 구입),"1,650"
4814,그랜저 IG,3.0 익스클루시브 스페셜,18/05식(19년형),"107,474km",가솔린,"2,440"
4815,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,09/01식,"96,621km",가솔린,380
4816,그랜저 IG 하이브리드,익스클루시브,19/07식,"49,846km",가솔린+전기,"2,980"
4817,그랜저 IG,3.0 익스클루시브 스페셜,18/03식,"33,155km",가솔린,"2,700"
4818,그랜저 IG,2.4 프리미엄,18/11식(19년형),"30,132km",가솔린,"2,550"
4819,더 뉴 그랜저 IG,2.5 익스클루시브,20/08식,"25,901km",가솔린,"3,450"
4820,그랜저 HG,LPG HG300 이그제큐티브,11/07식,"173,530km",LPG(일반인 구입),830
4821,그랜저 IG,3.0 LPi 모던 (렌터카),18/01식,"101,500km",LPG(일반인 구입),"1,750"
4822,그랜저 IG,2.4 프리미엄,19/12식,"64,000km",가솔린,"2,250"
4823,그랜저 IG,2.4 모던,18/08식(19년형),"30,577km",가솔린,"2,150"
4824,그랜저 IG,3.0 익스클루시브,17/04식(18년형),"87,160km",가솔린,"1,880"
4825,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/06식,"36,147km",가솔린,"3,190"
4826,그랜저 HG,HG300 익스클루시브,13/04식(14년형),"63,430km",가솔린,"1,199"
4827,더 뉴 그랜저 IG,3.3 캘리그래피,21/11식(22년형),"3,802km",가솔린,"4,150"
4828,그랜저 IG,3.0 LPi 장애인용 익스클루시브 스페셜,17/07식(18년형),"191,706km",LPG(일반인 구입),"1,889"
4829,그랜저 IG,3.0 LPi 모던 베이직 (렌터카),17/06식(18년형),"140,737km",LPG(일반인 구입),"1,590"
4830,그랜저 IG,3.0 익스클루시브 스페셜,17/02식,"147,309km",가솔린,"1,800"
4831,그랜저 HG,HG300 익스클루시브 스페셜,16/03식,"125,955km",가솔린,"1,450"
4832,그랜저 HG,HG240 모던,14/01식,"117,909km",가솔린,999
4833,그랜저 HG,HG300 프리미엄,13/01식,"108,217km",가솔린,790
4834,그랜저 HG,HG240 럭셔리,11/07식,"250,000km",가솔린,410
4835,그랜저 HG,HG240 모던,13/03식,"159,000km",가솔린,850
4836,그랜저 IG,3.0 프리미엄,19/01식,"110,157km",가솔린,"1,999"
4837,그랜저 IG,2.4 프리미엄,19/01식,"105,878km",가솔린,"1,899"
4838,그랜저 IG,2.4 익스클루시브 스페셜,18/12식(19년형),"90,748km",가솔린,"2,099"
4839,그랜저 HG,HG240 모던,14/08식(15년형),"102,864km",가솔린,"1,380"
4840,그랜저 TG,Q270 디럭스 기본형,07/09식(08년형),"151,347km",가솔린,280
4841,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,09/03식,"171,000km",가솔린,330
4842,그랜저 IG,2.2 디젤 프리미엄,17/05식(18년형),"49,000km",디젤,"2,530"
4843,그랜저 TG,LPI Q270 장애인용,07/08식(08년형),"199,642km",LPG(일반인 구입),299
4844,더 뉴 그랜저 IG,3.3 익스클루시브,20/03식,"6,000km",가솔린,"3,680"
4845,그랜저 HG,HG300 노블,11/04식,"190,875km",가솔린,649
4846,더 뉴 그랜저 IG,2.5 캘리그래피,20/12식,"14,947km",가솔린,"3,790"
4847,더 뉴 그랜저 IG,2.5 캘리그래피,20/04식,"19,557km",가솔린,"3,550"
4848,더 뉴 그랜저 IG,2.5 캘리그래피,20/11식(21년형),"17,083km",가솔린,"3,750"
4849,그랜저 HG,HG220 디젤 프리미엄,15/01식,"38,768km",디젤,"1,830"
4850,그랜저 HG,HG220 디젤 프리미엄,16/08식,"103,180km",디젤,"1,520"
4851,그랜저 IG,2.4 프리미엄 스페셜,17/01식,"86,660km",가솔린,"1,390"
4852,그랜저 HG,LPG HG300 이그제큐티브,12/01식,"142,000km",LPG(일반인 구입),"1,370"
4853,그랜저 IG,3.0 프리미엄,19/01식,"78,754km",가솔린,"2,370"
4854,그랜저 IG,2.4 프리미엄 스페셜,17/04식(18년형),"60,000km",가솔린,"1,930"
4855,그랜저 IG,3.0 프리미엄,19/01식,"78,746km",가솔린,"2,370"
4856,그랜저 HG,HG300 노블,11/09식,"105,557km",가솔린,"1,129"
4857,그랜저 HG,LPG HG300 장애인용,14/04식,"92,574km",LPG(일반인 구입),"1,350"
4858,그랜저 IG 하이브리드,익스클루시브 스페셜,19/02식,"57,500km",가솔린+전기,"3,300"
4859,그랜저 HG,HG240 모던,15/05식,"44,000km",가솔린,"1,550"
4860,그랜저 HG,HG300 로얄,12/06식,"72,716km",가솔린,"1,020"
4861,그랜저 IG,3.0 익스클루시브 스페셜,19/01식,"73,861km",가솔린,"2,500"
4862,그랜저 HG,HG220 디젤 모던,14/10식(15년형),"99,624km",디젤,"1,250"
4863,더 뉴 그랜저 IG 하이브리드,프리미엄 초이스,20/12식(21년형),"20,790km",가솔린+전기,"3,800"
4864,그랜저 TG,LPI Q270 장애인용,07/10식(08년형),"155,921km",LPG(일반인 구입),450
4865,그랜저 IG,3.0 LPi 장애인용 프리미엄 스페셜,18/02식,"71,846km",LPG(일반인 구입),"2,580"
4866,그랜저 IG,2.2 디젤 프리미엄 스페셜,18/03식,"63,059km",디젤,"2,880"
4867,그랜저 HG,HG240 모던,15/06식(16년형),"60,230km",가솔린,"1,730"
4868,그랜저 IG,2.4 프리미엄 스페셜,16/11식(17년형),"62,905km",가솔린,"2,170"
4869,그랜저 HG,HG300 노블,12/07식,"78,120km",가솔린,"1,350"
4870,그랜저 IG,3.0 LPi 익스클루시브 (렌터카),17/07식(18년형),"70,162km",LPG(일반인 구입),"2,370"
4871,더 럭셔리 그랜저,LPI Q270 장애인용,10/06식,"179,000km",LPG(일반인 구입),570
4872,그랜저 IG,3.0 LPi 익스클루시브 (렌터카),18/03식,"36,907km",LPG(일반인 구입),"2,750"
4873,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,08/04식(09년형),"139,973km",가솔린,420
4874,그랜저 TG,Q270 럭셔리 기본형,07/04식,"133,000km",가솔린,279
4875,그랜저 HG,HG240 모던 컬렉션,16/05식,"76,000km",가솔린,"1,490"
4876,그랜저 HG,HG240 모던,15/08식(16년형),"50,000km",가솔린,"1,550"
4877,그랜저 HG,HG240 모던,14/11식(15년형),"145,000km",가솔린,"1,000"
4878,그랜저 HG,HG240 럭셔리,12/02식,"132,930km",가솔린,899
4879,그랜저 IG,3.0 LPi 장애인용 프리미엄 스페셜,19/03식,"45,119km",LPG(일반인 구입),"2,730"
4880,그랜저 IG 하이브리드,익스클루시브 스페셜,18/12식(19년형),"71,570km",가솔린+전기,"3,099"
4881,그랜저 HG,HG240 모던,13/11식(14년형),"26,291km",가솔린,"1,540"
4882,그랜저 IG,2.4 프리미엄,18/01식,"94,977km",가솔린,"2,150"
4883,그랜저 IG,3.0 LPi 장애인용 프리미엄 스페셜,19/03식,"45,119km",LPG(일반인 구입),"2,730"
4884,그랜저 HG,HG240 모던,13/09식(14년형),"225,726km",가솔린,690
4885,,,,,,
4886,그랜저 HG,LPG HG300 익스클루시브,15/02식,"148,332km",LPG(일반인 구입),"1,280"
4887,그랜저 HG,HG300 프리미엄,13/01식,"46,898km",가솔린,"1,370"
4888,그랜저 IG,2.4 프리미엄 스페셜,17/05식(18년형),"126,769km",가솔린,"1,830"
4889,그랜저 HG,HG300 프라임,11/03식,"97,436km",가솔린,840
4890,더 뉴 그랜저 IG,2.5 익스클루시브,20/08식,"27,108km",가솔린,68
4891,그랜저 IG,2.4 익스클루시브 스페셜,19/01식,"39,561km",가솔린,55
4892,더 뉴 그랜저 IG,2.5 캘리그래피,20/10식,"23,025km",가솔린,79
4893,더 뉴 그랜저 IG,2.5 프리미엄,20/03식,"23,119km",가솔린,64
4894,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 익스클루시브,20/02식,"92,742km",LPG(일반인 구입),55
4895,그랜저 IG,2.4 프리미엄,18/01식,"94,977km",가솔린,"2,150"
4896,그랜저 IG,2.2 디젤 프리미엄 스페셜,17/05식(18년형),"139,799km",디젤,"1,900"
4897,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 프리미엄,19/12식(20년형),"34,606km",LPG(일반인 구입),"3,150"
4898,그랜저 IG,3.0 LPi 익스클루시브 (렌터카),18/08식(19년형),"84,679km",LPG(일반인 구입),"2,350"
4899,그랜저 HG,HG300 프리미엄,13/03식,"50,424km",가솔린,"1,270"
4900,그랜저 HG,HG300 프리미엄,13/03식,"50,424km",가솔린,"1,270"
4901,그랜저 뉴 럭셔리,Q270 프리미어 기본형,08/11식(09년형),"192,827km",가솔린,270
4902,더 뉴 그랜저 IG,3.3 캘리그래피,20/05식,"17,511km",가솔린,"4,000"
4903,그랜저 IG,3.0 LPi 모던 (렌터카),17/07식(18년형),"45,270km",LPG(일반인 구입),"2,030"
4904,그랜저 IG,2.4 프리미엄,18/08식(19년형),"55,311km",가솔린,"2,490"
4905,그랜저 IG,3.0 익스클루시브,17/11식(18년형),"143,705km",가솔린,"1,820"
4906,그랜저 HG,HG220 디젤 프리미엄,15/01식,"87,000km",디젤,"1,590"
4907,그랜저 IG,2.4 모던,18/08식(19년형),"65,269km",가솔린,"1,930"
4908,그랜저 HG,HG300 프리미엄,13/10식(14년형),"110,792km",가솔린,"1,170"
4909,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/02식,"61,914km",가솔린+전기,"3,870"
4910,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/03식,"24,349km",가솔린+전기,"3,400"
4911,,,,,,
4912,더 뉴 그랜저 IG,3.0 LPi (장애인용) 프리미엄,21/04식,"53,800km",LPG(일반인 구입),"2,580"
4913,그랜저 TG,Q270 럭셔리 기본형,07/09식,"78,400km",가솔린,330
4914,그랜저 뉴 럭셔리,LPI Q270 팩2,08/06식(09년형),"240,997km",LPG(일반인 구입),250
4915,그랜저 HG,HG300 프리미엄,15/01식,"154,000km",가솔린,"1,050"
4916,그랜저 IG,2.2 디젤 모던,17/03식(18년형),"75,000km",디젤,"2,000"
4917,그랜저 HG,HG240 럭셔리,11/05식,"190,890km",가솔린,650
4918,그랜저 HG,HG240 럭셔리,12/03식,"176,734km",가솔린,770
4919,그랜저 HG,HG240 럭셔리,11/09식,"193,884km",가솔린,580
4920,그랜저 HG,HG240 모던,14/03식,"136,837km",가솔린,"1,199"
4921,그랜저 HG,HG300 프라임,11/04식,"219,000km",가솔린,599
4922,그랜저 HG,HG300 프리미엄,13/10식(14년형),"110,792km",가솔린,"1,170"
4923,그랜저 TG,LPI Q270 모범형,08/01식,"134,510km",LPG(일반인 구입),370
4924,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/03식,"24,267km",가솔린+전기,"4,288"
4925,그랜저 IG,2.4 프리미엄,17/05식,"79,490km",가솔린,"2,250"
4926,그랜저 HG,HG300 프리미엄,13/05식(14년형),"50,900km",가솔린,"1,280"
4927,그랜저 IG,2.4 프리미엄,18/04식,"81,043km",가솔린,"2,300"
4928,그랜저 HG,LPG HG300 프리미엄,13/01식,"128,018km",LPG(일반인 구입),"1,299"
4929,그랜저 HG,HG300 로얄,11/09식,"94,087km",가솔린,925
4930,더 뉴 그랜저 IG,3.0 LPi 프리미엄 초이스,20/04식,"40,800km",LPG(일반인 구입),"3,200"
4931,그랜저 HG,HG220 디젤 모던,15/04식,"109,230km",디젤,"1,270"
4932,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/03식,"24,267km",가솔린+전기,"4,288"
4933,더 뉴 그랜저 IG,2.5 익스클루시브,20/03식,"11,024km",가솔린,"3,499"
4934,그랜저 IG,3.0 LPi 모던 (렌터카),17/10식(18년형),"129,305km",LPG(일반인 구입),"1,570"
4935,더 뉴 그랜저 IG 하이브리드,익스클루시브,20/04식,"11,320km",가솔린+전기,"3,999"
4936,그랜저 IG,3.0 LPi 모던 (렌터카),18/03식,"39,918km",LPG(일반인 구입),"2,370"
4937,그랜저 IG,2.4 프리미엄,17/04식(18년형),"13,749km",가솔린,"2,620"
4938,그랜저 IG,2.4 프리미엄,18/04식,"81,043km",가솔린,"2,300"
4939,그랜저 HG,HG240 모던,14/01식,"80,630km",가솔린,"1,090"
4940,그랜저 HG,HG240 모던,12/12식(13년형),"212,198km",가솔린,650
4941,그랜저 IG,3.0 LPi 장애인용 익스클루시브 스페셜,17/09식(18년형),"109,000km",LPG(일반인 구입),"2,600"
4942,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 익스클루시브,20/01식,"50,000km",LPG(일반인 구입),"3,159"
4943,그랜저 HG,HG240 럭셔리,11/09식,"98,815km",가솔린,990
4944,그랜저 IG,2.4 프리미엄,18/02식,"74,812km",가솔린,"2,090"
4945,그랜저 IG,2.2 디젤 프리미엄 스페셜,17/06식(18년형),"129,959km",디젤,"1,730"
4946,그랜저 IG,3.0 LPI 모던,17/12식(18년형),"78,000km",LPG(일반인 구입),"2,260"
4947,그랜저 IG,3.0 익스클루시브,16/11식(17년형),"104,000km",가솔린,"1,920"
4948,그랜저 HG,HG240 모던 컬렉션,17/01식,"89,840km",가솔린,"1,660"
4949,그랜저 IG,3.0 익스클루시브,18/04식,"101,456km",가솔린,"2,290"
4950,그랜저 HG,HG300 프리미엄,13/03식,"50,424km",가솔린,"1,270"
4951,그랜저 뉴 럭셔리,Q270 프리미어 기본형,08/11식(09년형),"192,827km",가솔린,270
4952,더 뉴 그랜저 IG,3.3 캘리그래피,20/05식,"17,511km",가솔린,"4,000"
4953,그랜저 IG,3.0 LPi 모던 (렌터카),17/07식(18년형),"45,270km",LPG(일반인 구입),"2,030"
4954,그랜저 IG,2.4 프리미엄,18/08식(19년형),"55,311km",가솔린,"2,490"
4955,그랜저 IG,3.0 익스클루시브,17/11식(18년형),"143,705km",가솔린,"1,820"
4956,그랜저 HG,HG220 디젤 프리미엄,15/01식,"87,000km",디젤,"1,590"
4957,그랜저 IG,2.4 모던,18/08식(19년형),"65,269km",가솔린,"1,930"
4958,그랜저 HG,HG300 프리미엄,13/10식(14년형),"110,792km",가솔린,"1,170"
4959,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/02식,"61,914km",가솔린+전기,"3,870"
4960,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/03식,"24,349km",가솔린+전기,"3,400"
4961,,,,,,
4962,더 뉴 그랜저 IG,3.0 LPi (장애인용) 프리미엄,21/04식,"53,800km",LPG(일반인 구입),"2,580"
4963,그랜저 TG,Q270 럭셔리 기본형,07/09식,"78,400km",가솔린,330
4964,그랜저 뉴 럭셔리,LPI Q270 팩2,08/06식(09년형),"240,997km",LPG(일반인 구입),250
4965,그랜저 HG,HG300 프리미엄,15/01식,"154,000km",가솔린,"1,050"
4966,그랜저 IG,2.2 디젤 모던,17/03식(18년형),"75,000km",디젤,"2,000"
4967,그랜저 HG,HG240 럭셔리,11/05식,"190,890km",가솔린,650
4968,그랜저 HG,HG240 럭셔리,12/03식,"176,734km",가솔린,770
4969,그랜저 HG,HG240 럭셔리,11/09식,"193,884km",가솔린,580
4970,그랜저 HG,HG240 모던,14/03식,"136,837km",가솔린,"1,199"
4971,그랜저 HG,HG300 프라임,11/04식,"219,000km",가솔린,599
4972,그랜저 HG,HG300 프리미엄,13/10식(14년형),"110,792km",가솔린,"1,170"
4973,그랜저 TG,LPI Q270 모범형,08/01식,"134,510km",LPG(일반인 구입),370
4974,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/03식,"24,267km",가솔린+전기,"4,288"
4975,그랜저 IG,2.4 프리미엄,17/05식,"79,490km",가솔린,"2,250"
4976,그랜저 HG,HG300 프리미엄,13/05식(14년형),"50,900km",가솔린,"1,280"
4977,그랜저 IG,2.4 프리미엄,18/04식,"81,043km",가솔린,"2,300"
4978,그랜저 HG,LPG HG300 프리미엄,13/01식,"128,018km",LPG(일반인 구입),"1,299"
4979,그랜저 HG,HG300 로얄,11/09식,"94,087km",가솔린,925
4980,더 뉴 그랜저 IG,3.0 LPi 프리미엄 초이스,20/04식,"40,800km",LPG(일반인 구입),"3,200"
4981,그랜저 HG,HG220 디젤 모던,15/04식,"109,230km",디젤,"1,270"
4982,더 뉴 그랜저 IG 하이브리드,캘리그래피,20/03식,"24,267km",가솔린+전기,"4,288"
4983,더 뉴 그랜저 IG,2.5 익스클루시브,20/03식,"11,024km",가솔린,"3,499"
4984,그랜저 IG,3.0 LPi 모던 (렌터카),17/10식(18년형),"129,305km",LPG(일반인 구입),"1,570"
4985,더 뉴 그랜저 IG 하이브리드,익스클루시브,20/04식,"11,320km",가솔린+전기,"3,999"
4986,그랜저 IG,3.0 LPi 모던 (렌터카),18/03식,"39,918km",LPG(일반인 구입),"2,370"
4987,그랜저 IG,2.4 프리미엄,17/04식(18년형),"13,749km",가솔린,"2,620"
4988,그랜저 IG,2.4 프리미엄,18/04식,"81,043km",가솔린,"2,300"
4989,그랜저 HG,HG240 모던,14/01식,"80,630km",가솔린,"1,090"
4990,그랜저 HG,HG240 모던,12/12식(13년형),"212,198km",가솔린,650
4991,그랜저 IG,3.0 LPi 장애인용 익스클루시브 스페셜,17/09식(18년형),"109,000km",LPG(일반인 구입),"2,600"
4992,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 익스클루시브,20/01식,"50,000km",LPG(일반인 구입),"3,159"
4993,그랜저 HG,HG240 럭셔리,11/09식,"98,815km",가솔린,990
4994,그랜저 IG,2.4 프리미엄,18/02식,"74,812km",가솔린,"2,090"
4995,그랜저 IG,2.2 디젤 프리미엄 스페셜,17/06식(18년형),"129,959km",디젤,"1,730"
4996,그랜저 IG,3.0 LPI 모던,17/12식(18년형),"78,000km",LPG(일반인 구입),"2,260"
4997,그랜저 IG,3.0 익스클루시브,16/11식(17년형),"104,000km",가솔린,"1,920"
4998,그랜저 HG,HG240 모던 컬렉션,17/01식,"89,840km",가솔린,"1,660"
4999,그랜저 IG,3.0 익스클루시브,18/04식,"101,456km",가솔린,"2,290"
5000,그랜저 IG,2.4 모던,18/04식,"96,714km",가솔린,"1,820"
5001,그랜저 HG,LPG HG300 프리미엄,13/01식,"162,562km",LPG(일반인 구입),990
5002,그랜저 IG,2.2 디젤 프리미엄 스페셜,18/04식,"66,954km",디젤,"2,500"
5003,그랜저 IG,3.0 익스클루시브,18/03식,"83,377km",가솔린,"2,230"
5004,그랜저 TG,Q270 럭셔리 기본형,06/09식(07년형),"41,525km",가솔린,390
5005,그랜저 HG,HG220 디젤 모던,16/07식(17년형),"160,239km",디젤,930
5006,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,09/03식,"163,025km",가솔린,340
5007,그랜저 TG,LPI Q270 모범형 팩2,07/10식(08년형),"131,305km",LPG(일반인 구입),340
5008,그랜저 HG,HG300 프리미엄,14/08식(15년형),"183,745km",가솔린,950
5009,그랜저 HG,HG240 모던,16/06식,"80,379km",가솔린,"1,480"
